지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%)
211,2019-04-25 8:00,11.2,,4.5,360,57
211,2019-04-25 9:00,11.5,,4.9,360,52
211,2019-04-25 10:00,11.5,,4.6,360,49
211,2019-04-25 11:00,11.8,,4.2,20,48
211,2019-04-25 12:00,11.4,,4.6,360,50
211,2019-04-25 13:00,10.7,0.3,3.8,20,65
211,2019-04-25 14:00,10.9,,4.2,360,61
211,2019-04-25 15:00,9.2,1.2,2.1,50,82
211,2019-04-25 16:00,8.7,1.5,2.7,360,85
211,2019-04-25 17:00,8,4,2.7,20,90
211,2019-04-25 18:00,7.4,0.5,2.2,20,87
211,2019-04-25 19:00,6.8,1,2.4,50,89
211,2019-04-25 20:00,6.4,1,3.6,20,88
211,2019-04-25 21:00,6.1,1.5,2.8,20,90
211,2019-04-25 22:00,6.2,1.5,3.3,360,87
211,2019-04-25 23:00,6.3,2,2.9,20,88
211,2019-04-26 0:00,6.1,1,3.1,20,86
211,2019-04-26 1:00,6,0.5,2.5,20,87
211,2019-04-26 2:00,6.1,0.5,2.6,20,88
211,2019-04-26 3:00,6.2,0.5,2.5,20,85
211,2019-04-26 4:00,6.2,0,3.3,20,85
211,2019-04-26 5:00,5.8,0.5,3.1,20,85
211,2019-04-26 6:00,5.7,0.5,3,20,85
211,2019-04-26 7:00,5.7,0,2.8,20,85
211,2019-04-26 8:00,6.4,,3.3,20,80
211,2019-04-26 9:00,6.9,,2.8,20,81
211,2019-04-26 10:00,7.4,,3.7,20,78
211,2019-04-26 11:00,7.8,,4,20,74
211,2019-04-26 12:00,8,,3.4,20,74
211,2019-04-26 13:00,8.4,,4.4,20,71
211,2019-04-26 14:00,8,,5.5,360,69
211,2019-04-26 15:00,7.9,,4.5,360,67
211,2019-04-26 16:00,7.8,,3.6,360,69
211,2019-04-26 17:00,7.4,,3.4,360,75
211,2019-04-26 18:00,6.7,0,2.7,360,78
211,2019-04-26 19:00,6.5,0,3.6,360,80
211,2019-04-26 20:00,6.1,,1.4,20,84
211,2019-04-26 21:00,5.9,,1,20,87
211,2019-04-26 22:00,5.7,,0.9,20,88
211,2019-04-26 23:00,5.6,0.5,0.5,200,92
211,2019-04-27 0:00,4.9,0,1,340,91
211,2019-04-27 1:00,3.6,,0.5,320,94
211,2019-04-27 2:00,2.8,,0.4,0,95
211,2019-04-27 3:00,2.4,,0.4,0,96
211,2019-04-27 4:00,2.8,,0.6,320,96
211,2019-04-27 5:00,2.8,,0.4,0,95
211,2019-04-27 6:00,3.1,,0.4,0,93
211,2019-04-27 7:00,3.4,,2.1,360,92
211,2019-04-27 8:00,3.6,,1.8,320,90
211,2019-04-27 9:00,5.4,,1.1,140,83
211,2019-04-27 10:00,9,,2.7,160,69
211,2019-04-27 11:00,12.2,,2.6,180,54
211,2019-04-27 12:00,14.4,,2.2,160,44
211,2019-04-27 13:00,16.1,,3,160,33
211,2019-04-27 14:00,16.2,,2.1,160,32
211,2019-04-27 15:00,17,,3,160,27
211,2019-04-27 16:00,17.6,,2.4,180,27
211,2019-04-27 17:00,16.6,,2.7,180,28
211,2019-04-27 18:00,16.3,,2.5,160,32
211,2019-04-27 19:00,13.7,,0.5,270,46
211,2019-04-27 20:00,11.5,,1,320,58
211,2019-04-27 21:00,10.5,,0.8,340,61
211,2019-04-27 22:00,9.7,,0.5,290,69
211,2019-04-27 23:00,9.1,,0.1,0,75
211,2019-04-28 0:00,8.7,,0.3,0,76
211,2019-04-28 1:00,8.4,,0.2,0,76
211,2019-04-28 2:00,8.2,,0.4,0,79
211,2019-04-28 3:00,8,,0.5,50,77
211,2019-04-28 4:00,7.9,,0.8,180,83
211,2019-04-28 5:00,8.1,,0.1,0,80
211,2019-04-28 6:00,8.1,0.1,0.6,340,80
211,2019-04-28 7:00,8.3,0,0,0,81
211,2019-04-28 8:00,9.3,0,0.1,0,79
211,2019-04-28 9:00,11,,0.5,160,69
211,2019-04-28 10:00,12.1,,1.7,160,57
211,2019-04-28 11:00,12.9,,2.7,160,51
211,2019-04-28 12:00,13.9,,2.7,180,50
211,2019-04-28 13:00,13,,2.9,160,50
211,2019-04-28 14:00,13.1,,1.6,200,50
211,2019-04-28 15:00,13.5,,3.2,160,53
211,2019-04-28 16:00,13.6,,2.5,180,52
211,2019-04-28 17:00,13.1,,2.3,160,53
211,2019-04-28 18:00,13,,2.2,140,53
211,2019-04-28 19:00,12.5,,1.4,200,56
211,2019-04-28 20:00,10.5,,0.3,0,70
211,2019-04-28 21:00,8.6,,0.2,0,79
211,2019-04-28 22:00,7.5,,0,0,85
211,2019-04-28 23:00,7,,0.2,0,85
211,2019-04-29 0:00,6.3,,0.3,0,90
211,2019-04-29 1:00,5.7,,0,0,91
211,2019-04-29 2:00,5.2,,0,0,91
211,2019-04-29 3:00,4.8,,0.1,0,93
211,2019-04-29 4:00,4.6,,0.4,0,93
211,2019-04-29 5:00,4.4,,0.6,360,93
211,2019-04-29 6:00,4.5,,0.6,320,93
211,2019-04-29 7:00,5.5,,0.7,360,89
211,2019-04-29 8:00,6.7,,1,50,85
211,2019-04-29 9:00,9.3,,0.5,90,78
211,2019-04-29 10:00,11.9,,0.8,320,62
211,2019-04-29 11:00,14.4,,1.3,70,43
211,2019-04-29 12:00,16.1,,0.8,70,42
211,2019-04-29 13:00,16.1,,1.4,160,41
211,2019-04-29 14:00,16.7,,2.3,200,44
211,2019-04-29 15:00,16.4,,2,180,43
211,2019-04-29 16:00,16.4,,1.6,180,45
211,2019-04-29 17:00,15.4,,2.4,70,52
211,2019-04-29 18:00,14.7,,1.4,70,54
211,2019-04-29 19:00,13.7,,0.9,70,61
211,2019-04-29 20:00,11.2,,0.8,340,72
211,2019-04-29 21:00,9.9,,0.3,0,78
211,2019-04-29 22:00,9.9,,1.3,340,78
211,2019-04-29 23:00,8.7,,1,340,82
211,2019-04-30 0:00,7.3,,0.5,360,88
211,2019-04-30 1:00,7,,1,320,87
211,2019-04-30 2:00,6,,0.7,340,90
211,2019-04-30 3:00,5.8,,1.3,340,91
211,2019-04-30 4:00,5.2,,1,360,92
211,2019-04-30 5:00,4.7,,1,360,93
211,2019-04-30 6:00,4.6,,1.2,340,93
211,2019-04-30 7:00,5.2,,1.8,20,90
211,2019-04-30 8:00,7.9,,1.1,50,83
211,2019-04-30 9:00,10.9,,0.6,90,72
211,2019-04-30 10:00,13.5,,0.8,160,58
211,2019-04-30 11:00,17.4,,2.3,160,45
211,2019-04-30 12:00,18.7,,2.8,160,39
211,2019-04-30 13:00,20.6,,3.1,160,33
211,2019-04-30 14:00,21.5,,3.1,180,32
211,2019-04-30 15:00,22.2,,3.9,180,31
211,2019-04-30 16:00,22.5,,3.5,180,33
211,2019-04-30 17:00,21.7,,3.7,160,35
211,2019-04-30 18:00,21.2,,3.1,160,36
211,2019-04-30 19:00,18.6,,0.6,250,48
211,2019-04-30 20:00,15.9,,0.2,0,60
211,2019-04-30 21:00,13.9,,0,0,68
211,2019-04-30 22:00,12.3,,0.2,0,78
211,2019-04-30 23:00,11.2,,0.4,0,84
211,2019-05-01 0:00,10.3,,0.5,320,86
211,2019-05-01 1:00,9.6,,0.3,0,85
211,2019-05-01 2:00,9,,0.1,0,91
211,2019-05-01 3:00,8.4,,0.1,0,90
211,2019-05-01 4:00,7.8,,0.2,0,93
211,2019-05-01 5:00,7.3,,0.1,0,93
211,2019-05-01 6:00,7,,0,0,94
211,2019-05-01 7:00,8.3,,0.2,0,93
211,2019-05-01 8:00,10.1,,1.1,180,85
211,2019-05-01 9:00,14.3,,3.1,180,65
211,2019-05-01 10:00,17.6,,2.6,160,53
211,2019-05-01 11:00,18.2,,2.7,160,49
211,2019-05-01 12:00,20.6,,3.7,160,42
211,2019-05-01 13:00,21.4,,4.3,180,36
211,2019-05-01 14:00,22.7,,2,110,26
211,2019-05-01 15:00,23.1,,2.4,160,24
211,2019-05-01 16:00,23.3,,2.8,180,23
211,2019-05-01 17:00,23.1,,1.8,90,24
211,2019-05-01 18:00,22,,1.4,340,24
211,2019-05-01 19:00,21.4,,1.2,50,26
211,2019-05-01 20:00,19,,0.7,340,33
211,2019-05-01 21:00,16.8,,0.6,340,43
211,2019-05-01 22:00,15.3,,0.5,160,53
211,2019-05-01 23:00,13.5,,0.1,0,59
211,2019-05-02 0:00,11.7,,0.4,0,66
211,2019-05-02 1:00,10.6,,0.7,360,69
211,2019-05-02 2:00,9.2,,0.4,0,77
211,2019-05-02 3:00,8.7,,0.3,0,77
211,2019-05-02 4:00,7.9,,0.2,0,78
211,2019-05-02 5:00,7.2,,0.2,0,83
211,2019-05-02 6:00,6.7,,0.1,0,87
211,2019-05-02 7:00,8.4,,0.5,140,84
211,2019-05-02 8:00,10.6,,0.9,180,73
211,2019-05-02 9:00,15.4,,2.1,160,61
211,2019-05-02 10:00,17.7,,3.6,160,39
211,2019-05-02 11:00,19.5,,3,180,30
211,2019-05-02 12:00,20.7,,3.9,180,24
211,2019-05-02 13:00,22,,4.4,180,20
211,2019-05-02 14:00,22.7,,5.1,180,21
211,2019-05-02 15:00,23.3,,4.9,180,19
211,2019-05-02 16:00,24.1,,2.5,200,15
211,2019-05-02 17:00,23.9,,2.8,140,15
211,2019-05-02 18:00,22.6,,1.4,180,17
211,2019-05-02 19:00,22.2,,2,180,18
211,2019-05-02 20:00,20.6,,3.7,180,24
211,2019-05-02 21:00,19.2,,3,180,25
211,2019-05-02 22:00,17.5,,2.4,200,27
211,2019-05-02 23:00,13.1,,0.7,360,43
211,2019-05-03 0:00,11.1,,0.6,270,52
211,2019-05-03 1:00,9.6,,0.5,200,60
211,2019-05-03 2:00,8.7,,0.1,0,66
211,2019-05-03 3:00,7.7,,0.2,0,65
211,2019-05-03 4:00,6.8,,0.4,0,67
211,2019-05-03 5:00,6.3,,0.1,0,69
211,2019-05-03 6:00,5.5,,0.3,0,73
211,2019-05-03 7:00,7.2,,1,90,74
211,2019-05-03 8:00,9.3,,1.1,160,65
211,2019-05-03 9:00,13.8,,0.8,140,49
211,2019-05-03 10:00,18.4,,2,140,32
211,2019-05-03 11:00,21.3,,2.8,160,23
211,2019-05-03 12:00,23.9,,2.6,200,20
211,2019-05-03 13:00,25.6,,3.4,180,18
211,2019-05-03 14:00,26.3,,2,110,14
211,2019-05-03 15:00,26.7,,4,180,15
211,2019-05-03 16:00,26.4,,4,180,16
211,2019-05-03 17:00,25.9,,4.4,160,17
211,2019-05-03 18:00,25.1,,4,160,17
211,2019-05-03 19:00,23.6,,1.7,200,20
211,2019-05-03 20:00,18.7,,0.9,320,32
211,2019-05-03 21:00,16.1,,0.1,0,41
211,2019-05-03 22:00,14.7,,0.3,0,47
211,2019-05-03 23:00,13,,0.1,0,58
211,2019-05-04 0:00,11.7,,0.2,0,64
211,2019-05-04 1:00,10.5,,0.1,0,67
211,2019-05-04 2:00,9.9,,0.5,290,67
211,2019-05-04 3:00,9.1,,0.5,320,70
211,2019-05-04 4:00,8.2,,0,0,72
211,2019-05-04 5:00,7.6,,0.1,0,76
211,2019-05-04 6:00,7.2,,0.3,0,79
211,2019-05-04 7:00,9,,0.6,70,76
211,2019-05-04 8:00,11.1,,0.5,140,66
211,2019-05-04 9:00,14.7,,0.8,140,54
211,2019-05-04 10:00,19.1,,2.4,180,37
211,2019-05-04 11:00,22,,2.7,180,31
211,2019-05-04 12:00,24.2,,3.1,160,26
211,2019-05-04 13:00,26.1,,3.1,160,23
211,2019-05-04 14:00,27.2,,3.1,160,20
211,2019-05-04 15:00,27.8,,2.7,180,17
211,2019-05-04 16:00,27.3,,2.4,160,19
211,2019-05-04 17:00,26.3,,3.7,180,21
211,2019-05-04 18:00,25.8,,2.9,160,21
211,2019-05-04 19:00,22.1,,0.4,0,32
211,2019-05-04 20:00,18.7,,0,0,43
211,2019-05-04 21:00,16.8,,0.2,0,49
211,2019-05-04 22:00,15.4,,0.1,0,58
211,2019-05-04 23:00,14,,0.5,180,64
211,2019-05-05 0:00,13.1,,0.1,0,69
211,2019-05-05 1:00,12.2,,0,0,75
211,2019-05-05 2:00,11.3,,0.1,0,73
211,2019-05-05 3:00,10.7,,0,0,77
211,2019-05-05 4:00,9.7,,0.1,0,80
211,2019-05-05 5:00,9.3,,0,0,82
211,2019-05-05 6:00,9,,0.4,0,82
211,2019-05-05 7:00,10.6,,0.4,0,77
211,2019-05-05 8:00,12.1,,0.1,0,74
211,2019-05-05 9:00,14.5,,0.5,110,65
211,2019-05-05 10:00,18.5,,1.7,180,49
211,2019-05-05 11:00,23.3,,2.3,160,31
211,2019-05-05 12:00,25,,4,160,16
211,2019-05-05 13:00,26,,4.6,160,14
211,2019-05-05 14:00,25.8,,4.1,180,13
211,2019-05-05 15:00,26.1,,4.7,160,14
211,2019-05-05 16:00,25.7,,4.8,160,12
211,2019-05-05 17:00,25.3,,3.8,160,11
211,2019-05-05 18:00,24,,3.4,180,13
211,2019-05-05 19:00,23.1,,2.7,160,13
211,2019-05-05 20:00,21.9,,2.5,200,13
211,2019-05-05 21:00,20.5,,2.9,180,15
211,2019-05-05 22:00,19.1,,3,180,19
211,2019-05-05 23:00,16.9,,1.9,180,28
211,2019-05-06 0:00,17.9,,2.7,160,28
211,2019-05-06 1:00,17.2,,3.3,160,31
211,2019-05-06 2:00,16.6,,2.5,160,38
211,2019-05-06 3:00,15.3,,1.7,290,51
211,2019-05-06 4:00,13.6,,4.5,20,46
211,2019-05-06 5:00,12.3,,4.1,20,49
211,2019-05-06 6:00,11.2,,3.2,20,45
211,2019-05-06 7:00,11.2,,2,360,45
211,2019-05-06 8:00,12.1,,2.9,20,31
211,2019-05-06 9:00,13.5,,2.2,50,28
211,2019-05-06 10:00,14.9,,1.5,90,25
211,2019-05-06 11:00,15.9,,1.7,90,22
211,2019-05-06 12:00,17.3,,2.3,70,16
211,2019-05-06 13:00,16.9,,3.1,290,14
211,2019-05-06 14:00,17.4,,2.8,290,15
211,2019-05-06 15:00,17.7,,3,200,14
211,2019-05-06 16:00,18.1,,1.9,70,15
211,2019-05-06 17:00,18,,1.4,180,18
211,2019-05-06 18:00,15.4,,1.3,180,25
211,2019-05-06 19:00,13.7,,1.6,340,30
211,2019-05-06 20:00,11.5,,2.3,320,34
211,2019-05-06 21:00,10.4,,1.5,340,38
211,2019-05-06 22:00,8.7,,1.7,340,44
211,2019-05-06 23:00,7.2,,1.3,340,51
211,2019-05-07 0:00,6.5,,1.4,340,55
211,2019-05-07 1:00,5.2,,0.6,340,60
211,2019-05-07 2:00,4.3,,0.7,360,66
211,2019-05-07 3:00,3.2,,0.3,0,70
211,2019-05-07 4:00,2.5,,0.4,0,75
211,2019-05-07 5:00,1.9,,0.1,0,78
211,2019-05-07 6:00,1.6,,0,0,80
211,2019-05-07 7:00,3.2,,0.7,140,79
211,2019-05-07 8:00,6.2,,1.1,140,64
211,2019-05-07 9:00,10.9,,1.4,140,47
211,2019-05-07 10:00,14.6,,3,180,31
211,2019-05-07 11:00,17.2,,3.7,160,27
211,2019-05-07 12:00,19.1,,4.5,180,21
211,2019-05-07 13:00,20.3,,3.1,180,19
211,2019-05-07 14:00,20.6,,4.9,160,17
211,2019-05-07 15:00,21.3,,3.4,180,15
211,2019-05-07 16:00,21.1,,2.9,230,15
211,2019-05-07 17:00,20.8,,3.9,160,17
211,2019-05-07 18:00,19.7,,4.1,160,19
211,2019-05-07 19:00,19,,5.4,160,20
211,2019-05-07 20:00,17.9,,3.7,180,23
211,2019-05-07 21:00,16.6,,3.1,160,26
211,2019-05-07 22:00,15.4,,4,160,31
211,2019-05-07 23:00,14.4,,2.5,140,32
211,2019-05-08 0:00,10.8,,0.9,290,47
211,2019-05-08 1:00,10.3,,0.9,230,48
211,2019-05-08 2:00,8.5,,0.2,0,55
211,2019-05-08 3:00,7.3,,0.2,0,60
211,2019-05-08 4:00,6.1,,0.3,0,67
211,2019-05-08 5:00,5.3,,0.2,0,71
211,2019-05-08 6:00,4.9,,0.2,0,74
211,2019-05-08 7:00,7.2,,0.4,0,74
211,2019-05-08 8:00,10.2,,1.3,160,57
211,2019-05-08 9:00,14.1,,2.8,140,38
211,2019-05-08 10:00,16,,3.7,180,32
211,2019-05-08 11:00,18.2,,3.5,140,31
211,2019-05-08 12:00,20.3,,4.7,160,27
211,2019-05-08 13:00,21.3,,4.7,180,25
211,2019-05-08 14:00,21.5,,5.1,180,25
211,2019-05-08 15:00,21.7,,5.1,160,24
211,2019-05-08 16:00,21.3,,4.2,160,26
211,2019-05-08 17:00,21.2,,4.4,160,26
211,2019-05-08 18:00,20.6,,4,180,25
211,2019-05-08 19:00,19.8,,3.6,160,29
211,2019-05-08 20:00,19.1,,3.2,160,32
211,2019-05-08 21:00,18.2,,2.8,160,32
211,2019-05-08 22:00,17.4,,4.2,160,35
211,2019-05-08 23:00,16.4,,2.6,180,40
211,2019-05-09 0:00,15.7,,3.5,160,45
211,2019-05-09 1:00,15,,2.7,180,49
211,2019-05-09 2:00,13.9,,1.6,200,54
211,2019-05-09 3:00,12,,0.6,50,62
211,2019-05-09 4:00,10.5,,0.1,0,70
211,2019-05-09 5:00,10.2,,0.3,0,73
211,2019-05-09 6:00,9.7,,0.2,0,77
211,2019-05-09 7:00,11,,0.2,0,76
211,2019-05-09 8:00,12.9,,1.9,180,64
211,2019-05-09 9:00,15.5,,2.6,180,48
211,2019-05-09 10:00,17.4,,3.2,160,36
211,2019-05-09 11:00,19.5,,3.3,180,32
211,2019-05-09 12:00,20.8,,3.9,160,28
211,2019-05-09 13:00,21.9,,4.9,160,27
211,2019-05-09 14:00,22.4,,4.5,160,26
211,2019-05-09 15:00,23.1,,3.7,160,24
211,2019-05-09 16:00,23.1,,4.2,160,23
211,2019-05-09 17:00,23,,3.8,180,22
211,2019-05-09 18:00,21.9,,3.9,160,22
211,2019-05-09 19:00,20.9,,4.1,160,23
211,2019-05-09 20:00,19.4,,2,180,26
211,2019-05-09 21:00,18.4,,2.7,180,28
211,2019-05-09 22:00,14.2,,0.8,360,43
211,2019-05-09 23:00,12.1,,0.1,0,51
211,2019-05-10 0:00,11.2,,0.4,0,56
211,2019-05-10 1:00,9.7,,0.5,250,61
211,2019-05-10 2:00,8.6,,0.1,0,69
211,2019-05-10 3:00,7.9,,0.1,0,72
211,2019-05-10 4:00,7.2,,0.1,0,74
211,2019-05-10 5:00,6.5,,0.1,0,74
211,2019-05-10 6:00,6.2,,0.1,0,76
211,2019-05-10 7:00,8,,0.6,110,73
211,2019-05-10 8:00,11.4,,0.4,0,60
211,2019-05-10 9:00,14.4,,0.8,110,49
211,2019-05-10 10:00,18.5,,2.2,140,35
211,2019-05-10 11:00,20.7,,2,180,33
211,2019-05-10 12:00,23.9,,2.4,160,28
211,2019-05-10 13:00,26.3,,1.9,180,22
211,2019-05-10 14:00,27.8,,1.7,110,15
211,2019-05-10 15:00,27.8,,2.4,230,15
211,2019-05-10 16:00,28.4,,1.8,230,14
211,2019-05-10 17:00,27,,2.2,20,17
211,2019-05-10 18:00,24.9,,1.9,340,20
211,2019-05-10 19:00,22.4,,0.8,340,27
211,2019-05-10 20:00,20,,1.8,340,32
211,2019-05-10 21:00,17.2,,0.8,340,41
211,2019-05-10 22:00,15.6,,0.5,70,46
211,2019-05-10 23:00,14.4,,0.3,0,51
211,2019-05-11 0:00,13.3,,0,0,57
211,2019-05-11 1:00,12.3,,0.3,0,59
211,2019-05-11 2:00,11.5,,0.5,340,62
211,2019-05-11 3:00,10.8,,0.7,340,65
211,2019-05-11 4:00,10.5,,1.6,360,70
211,2019-05-11 5:00,9.3,,0.3,0,73
211,2019-05-11 6:00,8.9,,0.4,0,76
211,2019-05-11 7:00,10.5,,1.9,50,71
211,2019-05-11 8:00,12.3,,1,110,65
211,2019-05-11 9:00,15.4,,1,90,54
211,2019-05-11 10:00,20.2,,1,140,42
211,2019-05-11 11:00,23.6,,2.8,180,34
211,2019-05-11 12:00,26.5,,2.5,160,27
211,2019-05-11 13:00,28,,2.2,160,22
211,2019-05-11 14:00,28.7,,1.5,230,19
211,2019-05-11 15:00,26.8,,1.7,180,21
211,2019-05-11 16:00,23.8,,2.1,180,28
211,2019-05-11 17:00,25.4,,1.1,250,27
211,2019-05-11 18:00,23.7,,0.6,340,31
211,2019-05-11 19:00,21.2,,0.5,270,36
211,2019-05-11 20:00,17.1,,0.2,0,51
211,2019-05-11 21:00,15.5,,0.5,290,55
211,2019-05-11 22:00,14.2,,0.8,340,58
211,2019-05-11 23:00,13.6,,1.1,340,59
211,2019-05-12 0:00,12.4,,1.8,340,66
211,2019-05-12 1:00,11.9,,2,320,70
211,2019-05-12 2:00,10.9,,1,340,72
211,2019-05-12 3:00,10,,2.2,320,77
211,2019-05-12 4:00,9.8,,1.3,340,77
211,2019-05-12 5:00,9.4,,1.5,360,77
211,2019-05-12 6:00,9.2,,1.7,340,81
211,2019-05-12 7:00,10.8,,1.8,360,77
211,2019-05-12 8:00,15.3,,0.7,360,69
211,2019-05-12 9:00,17.7,,2.9,50,59
211,2019-05-12 10:00,18.7,,3.6,20,58
211,2019-05-12 11:00,19.4,,4.3,50,55
211,2019-05-12 12:00,19.6,,3.9,50,54
211,2019-05-12 13:00,20.1,,3.2,20,53
211,2019-05-12 14:00,20.1,,3.5,50,54
211,2019-05-12 15:00,20.1,,4.2,70,54
211,2019-05-12 16:00,20,,3.5,50,55
211,2019-05-12 17:00,19.2,,3.7,50,58
211,2019-05-12 18:00,16.9,,3.8,50,65
211,2019-05-12 19:00,15.1,,3.6,50,72
211,2019-05-12 20:00,13.9,,3.8,50,77
211,2019-05-12 21:00,13.2,,2.8,50,81
211,2019-05-12 22:00,12.9,,2.9,20,82
211,2019-05-12 23:00,12.6,,3.7,20,82
211,2019-05-13 0:00,12.6,,3.8,20,82
211,2019-05-13 1:00,12.6,,2.5,20,81
211,2019-05-13 2:00,12.4,,2.1,50,82
211,2019-05-13 3:00,12.3,,1.8,20,82
211,2019-05-13 4:00,12.1,,1.8,20,83
211,2019-05-13 5:00,12,,2.1,20,83
211,2019-05-13 6:00,11.9,,1.1,50,83
211,2019-05-13 7:00,12.1,,1.3,50,82
211,2019-05-13 8:00,12.8,,2.3,20,79
211,2019-05-13 9:00,14,,1.9,20,75
211,2019-05-13 10:00,16.2,,0.8,50,66
211,2019-05-13 11:00,18,,0.6,180,63
211,2019-05-13 12:00,19.5,,1.4,160,52
211,2019-05-13 13:00,20.9,,1.9,160,44
211,2019-05-13 14:00,21.7,,1.5,160,45
211,2019-05-13 15:00,21.6,,1,160,45
211,2019-05-13 16:00,21.5,,1.6,140,42
211,2019-05-13 17:00,20.9,,0.4,0,54
211,2019-05-13 18:00,19.5,,0.7,200,60
211,2019-05-13 19:00,18.2,,0.7,20,61
211,2019-05-13 20:00,17.1,,0.8,200,69
211,2019-05-13 21:00,16.9,,1.2,180,69
211,2019-05-13 22:00,16.3,,0.9,200,68
211,2019-05-13 23:00,15.5,,0.8,200,72
211,2019-05-14 0:00,15.2,,1.2,200,72
211,2019-05-14 1:00,14.7,,0.6,140,71
211,2019-05-14 2:00,14,,0.4,0,73
211,2019-05-14 3:00,13.5,,0.3,0,76
211,2019-05-14 4:00,11.8,,0.2,0,81
211,2019-05-14 5:00,10.9,,0.2,0,84
211,2019-05-14 6:00,10.6,,0.1,0,88
211,2019-05-14 7:00,11.8,,0.7,110,88
211,2019-05-14 8:00,14.9,,1.2,140,75
211,2019-05-14 9:00,17,,1.7,160,63
211,2019-05-14 10:00,19.2,,2.4,160,53
211,2019-05-14 11:00,21.2,,2.7,140,44
211,2019-05-14 12:00,22.3,,3.4,160,36
211,2019-05-14 13:00,24.1,,3.6,160,26
211,2019-05-14 14:00,24.9,,3.1,160,24
211,2019-05-14 15:00,24.9,,3.2,160,25
211,2019-05-14 16:00,25.3,,3.6,160,25
211,2019-05-14 17:00,24.6,,2.5,160,25
211,2019-05-14 18:00,23.9,,1.8,200,28
211,2019-05-14 19:00,21.7,,0.7,270,36
211,2019-05-14 20:00,18.4,,0.3,0,47
211,2019-05-14 21:00,16.3,,0.2,0,57
211,2019-05-14 22:00,15,,0.2,0,64
211,2019-05-14 23:00,13.5,,0.3,0,73
211,2019-05-15 0:00,12.6,,0.5,360,71
211,2019-05-15 1:00,11.8,,1,340,73
211,2019-05-15 2:00,10.9,,0.5,290,76
211,2019-05-15 3:00,10.3,,0.2,0,79
211,2019-05-15 4:00,9.5,,0.3,0,82
211,2019-05-15 5:00,9.4,,0.2,0,84
211,2019-05-15 6:00,9.3,,0.5,320,86
211,2019-05-15 7:00,10.8,,0.8,50,83
211,2019-05-15 8:00,12.8,,1,50,76
211,2019-05-15 9:00,15.7,,1.3,70,63
211,2019-05-15 10:00,19.4,,0.8,20,51
211,2019-05-15 11:00,22.4,,1.2,160,44
211,2019-05-15 12:00,25.7,,2.3,160,29
211,2019-05-15 13:00,26.1,,2.9,230,29
211,2019-05-15 14:00,26.5,,2.5,230,27
211,2019-05-15 15:00,25.5,,2.4,200,30
211,2019-05-15 16:00,25.9,,2.5,230,31
211,2019-05-15 17:00,25.8,,1.4,250,33
211,2019-05-15 18:00,24.7,,1.9,200,28
211,2019-05-15 19:00,21.7,,0.8,290,36
211,2019-05-15 20:00,18.6,,0.4,0,51
211,2019-05-15 21:00,17.1,,0.8,320,52
211,2019-05-15 22:00,15.4,,0.2,0,57
211,2019-05-15 23:00,14,,0.4,0,62
211,2019-05-16 0:00,13.2,,0.4,0,70
211,2019-05-16 1:00,12.7,,0.3,0,71
211,2019-05-16 2:00,12.1,,0.2,0,75
211,2019-05-16 3:00,11.9,,0,0,76
211,2019-05-16 4:00,11.6,,0.2,0,79
211,2019-05-16 5:00,11.2,,0.1,0,79
211,2019-05-16 6:00,11,,0.3,0,82
211,2019-05-16 7:00,12.6,,0.4,0,79
211,2019-05-16 8:00,14.7,,0.6,110,69
211,2019-05-16 9:00,17.9,,0.7,230,60
211,2019-05-16 10:00,22,,2.5,160,51
211,2019-05-16 11:00,24.6,,2.6,160,41
211,2019-05-16 12:00,26,,2.1,160,34
211,2019-05-16 13:00,27.5,,3.4,180,28
211,2019-05-16 14:00,27.9,,2.9,230,27
211,2019-05-16 15:00,27.9,,4.5,180,27
211,2019-05-16 16:00,27.7,,3.1,180,28
211,2019-05-16 17:00,28.1,,1.2,200,28
211,2019-05-16 18:00,26.2,,0.9,250,32
211,2019-05-16 19:00,23.4,,0.7,320,43
211,2019-05-16 20:00,20.6,,0.1,0,52
211,2019-05-16 21:00,19.2,,0,0,59
211,2019-05-16 22:00,17.5,,0.2,0,66
211,2019-05-16 23:00,16.2,,0,0,69
211,2019-05-17 0:00,15.1,,0.3,0,74
211,2019-05-17 1:00,14,,0.1,0,77
211,2019-05-17 2:00,13.2,,0.2,0,80
211,2019-05-17 3:00,12.6,,0.1,0,82
211,2019-05-17 4:00,12.2,,0.3,0,84
211,2019-05-17 5:00,11.7,,0.4,0,85
211,2019-05-17 6:00,11.5,,0.2,0,86
211,2019-05-17 7:00,13.4,,0.7,70,83
211,2019-05-17 8:00,15.7,,0.9,50,74
211,2019-05-17 9:00,18.9,,1.3,70,61
211,2019-05-17 10:00,22.1,,0.9,140,50
211,2019-05-17 11:00,26,,1.5,110,36
211,2019-05-17 12:00,26.9,,2.3,160,35
211,2019-05-17 13:00,27.3,,2.6,230,33
211,2019-05-17 14:00,27.2,,2.5,230,34
211,2019-05-17 15:00,27.1,,1.7,200,35
211,2019-05-17 16:00,27.2,,2,200,34
211,2019-05-17 17:00,26.5,,1.6,230,39
211,2019-05-17 18:00,25.4,,1.4,200,46
211,2019-05-17 19:00,24.1,,0.7,200,52
211,2019-05-17 20:00,22.1,,0.3,0,56
211,2019-05-17 21:00,20.5,,0.2,0,65
211,2019-05-17 22:00,19.8,,0.3,0,67
