"when","city","district","firearea","prec","minhumi","maxtemp","maxwindv"
"2004-04-01 11:00:00","강원","철원","0.5",0,"12.0","15.6","6.8"
"2004-03-31 15:00:00","강원","횡성","0.05","0.0","0.0","14.3","4.6"
"2004-03-16 23:00:00","강원","강릉","430",0,"11.0","23.4","6.5"
"2004-03-12 15:00:00","강원","평창","0.03","0.0","0.0","12.3","4.6"
"2004-03-10 13:00:00","강원","속초","180",0,"23.0","18.3","9.8"
"2004-02-20 13:00:00","강원","원주","1",0,"13.0","20.2","2.9"
"2003-04-16 14:00:00","강원","인제","0.3",0,"18.0","24.0","5.4"
"2003-04-16 11:00:00","강원","철원","0.5",0,"17.0","22.9","7.0"
"2003-04-07 13:00:00","강원","홍천","1.5",0,"19.0","17.3","4.3"
"2003-04-06 13:00:00","강원","화천","3","0.0","0.0","20.5","4.3"
"2003-04-05 17:00:00","강원","원주","1.5",0,"14.0","19.2","4.3"
